AUPRC,AUROC,Total Cost ($),Recall,Precision,FPR,Model
0.9350552530052071,0.9946853605577304,21130,0.8928170594837261,0.8868450390189521,0.0030045141715385184,XGBoost Baseline
0.18143375222725763,0.7734006734006734,130570,0.33221099887766553,0.33847913093196114,0.017124250721527418,AE (standard)
0.27206124143059734,0.8176201567713446,120200,0.3759820426487093,0.4267515923566879,0.01332050617923481,AE (vae)
0.271772854111304,0.7783648584482349,126030,0.3451178451178451,0.39728682170542634,0.013808924739140088,AE (denoising)
0.3262179680500123,0.7995884829033155,118090,0.37149270482603813,0.5208497246262785,0.009013542514615556,AE (contrastive)
0.2707223477299505,0.776194316932865,127400,0.33164983164983164,0.4159042927515834,0.01228446680973877,AE (graph)
