AUPRC,AUROC,Total Cost ($),Recall,Precision,FPR,Component
0.18143375222725763,0.7734006734006734,130570,0.33221099887766553,0.33847913093196114,0.017124250721527418,standard
0.1968399318212904,0.805395116462237,128100,0.37429854096520765,0.2866351525569403,0.02456893361947754,vae
0.2764810678708964,0.7799128004350137,125530,0.3462401795735129,0.40592105263157896,0.013364907866498927,attention_ae
0.26572585419613415,0.7867324295023547,125680,0.33613916947250283,0.44801795063575167,0.010922815066972544,contrastive
