AUPRC,AUROC,Total Cost ($),Recall,Precision,FPR,Month,Method
0.21185426219675957,0.7912978846018695,36080,0.3984819734345351,0.32407407407407407,0.025955555555555555,0,Initial
0.005413567604257371,0.5280314588412001,158910,0.20179372197309417,0.0072457934143788745,0.14600502036563417,1,Static Model
0.17150890498961693,0.7788973128150456,34270,0.28475336322869954,0.3489010989010989,0.014030310206014682,1,Adaptive (Retrained)
0.007054972869921664,0.469580099286373,48770,0.016563146997929608,0.05925925925925926,0.0015044006680960448,2,Static Model
0.3130122520354109,0.7751079954658336,32700,0.35403726708074534,0.5327102803738317,0.008884150675195452,2,Adaptive (Retrained)
0.004736012278827443,0.5892486974751056,34800,0.015337423312883436,0.01818181818181818,0.0031924327519952706,3,Static Model
0.20466574531088924,0.7857365136762847,23390,0.35276073619631904,0.33430232558139533,0.013538279633461424,3,Adaptive (Retrained)
